3031,,,,,,,,,,,,,,,,,,,
3022,2001,1023,,,,,,,,,,,,,,,,,
3004,3022,1026,1013,,,,,,,,,,,,,,,,
3001,1015,2017,,,,,,,,,,,,,,,,,
1001,3002,1007,1009,1015,2005,1033,,,,,,,,,,,,,
1010,1032,1029,,,,,,,,,,,,,,,,,
3022,1032,,,,,,,,,,,,,,,,,,
2014,1026,1027,2006,2002,,,,,,,,,,,,,,,
2016,2007,2016,,,,,,,,,,,,,,,,,
3022,1026,1032,1009,,,,,,,,,,,,,,,,
2017,2016,1007,2013,3027,1004,1022,,,,,,,,,,,,,
3002,1015,,,,,,,,,,,,,,,,,,
2013,2002,1003,1033,,,,,,,,,,,,,,,,
1026,1027,,,,,,,,,,,,,,,,,,
2017,1024,1022,,,,,,,,,,,,,,,,,
2016,1007,3011,3015,2017,,,,,,,,,,,,,,,
1026,2016,,,,,,,,,,,,,,,,,,
2016,3016,2013,1026,1032,1004,3026,,,,,,,,,,,,,
1015,3001,,,,,,,,,,,,,,,,,,
3010,2014,1032,3011,2016,1023,1022,,,,,,,,,,,,,
3031,1015,3012,3017,,,,,,,,,,,,,,,,
2013,2001,1020,2017,2016,1029,2011,,,,,,,,,,,,,
3004,1026,3001,3011,3026,2015,2002,3001,,,,,,,,,,,,
3011,1024,1022,,,,,,,,,,,,,,,,,
1001,3011,,,,,,,,,,,,,,,,,,
1026,1032,1009,1016,2015,2016,3003,3001,1027,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
1026,3031,,,,,,,,,,,,,,,,,,
1001,1010,1004,2005,1016,2016,1028,,,,,,,,,,,,,
2016,3001,3001,,,,,,,,,,,,,,,,,
3004,1026,2001,3002,2017,2016,1029,3001,,,,,,,,,,,,
2005,1024,,,,,,,,,,,,,,,,,,
1001,2017,3022,1026,1032,2018,3031,2016,,,,,,,,,,,,
1001,1010,3022,2001,1032,1020,3027,3001,1004,3011,2017,1029,3029,,,,,,,
1001,3028,2011,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1010,1032,1017,3001,1004,1015,,,,,,,,,,,,,,
2014,1026,2015,1022,,,,,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1026,2016,,,,,,,,,,,,,,,,,,
1032,2003,1004,whole weat flour,1022,,,,,,,,,,,,,,,
1018,2003,3028,3007,2016,3005,1022,,,,,,,,,,,,,
2014,3016,3002,3022,3028,2011,1029,,,,,,,,,,,,,
2014,3002,1026,2017,,,,,,,,,,,,,,,,
1026,1025,1020,2003,3031,1010,1020,2006,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3028,2018,whole weat flour,2002,1033,,,,,,,,,,,,,,,
1001,3028,2016,,,,,,,,,,,,,,,,,
1032,2005,,,,,,,,,,,,,,,,,,
3022,1026,2015,1022,3017,,,,,,,,,,,,,,,
3028,2016,,,,,,,,,,,,,,,,,,
3016,3022,1026,1013,3011,3003,,,,,,,,,,,,,,
1025,1033,,,,,,,,,,,,,,,,,,
3011,2016,,,,,,,,,,,,,,,,,,
1009,1029,,,,,,,,,,,,,,,,,,
3028,whole weat flour,2010,2002,1033,,,,,,,,,,,,,,,
1011,1007,1020,1009,,,,,,,,,,,,,,,,
1011,3002,1033,,,,,,,,,,,,,,,,,
2014,3011,1022,2016,3004,1022,3012,1023,,,,,,,,,,,,
3028,1024,,,,,,,,,,,,,,,,,,
1011,1026,3031,3003,1027,1022,,,,,,,,,,,,,,
3028,2005,,,,,,,,,,,,,,,,,,
3028,1004,2006,1022,,,,,,,,,,,,,,,,
3022,1026,2016,3001,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
3002,3022,1026,1032,1017,2007,3028,1029,,,,,,,,,,,,
2014,3002,,,,,,,,,,,,,,,,,,
3014,2017,3001,1010,,,,,,,,,,,,,,,,
1011,3028,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,
2016,1026,3028,2015,1010,3024,1033,,,,,,,,,,,,,
1013,3028,3011,,,,,,,,,,,,,,,,,
3016,3022,1026,3013,,,,,,,,,,,,,,,,
2014,1026,1020,3028,3011,,,,,,,,,,,,,,,
1011,1007,3022,3028,,,,,,,,,,,,,,,,
3022,1026,3028,3015,1015,2016,1023,,,,,,,,,,,,,
whole weat flour,1015,1004,,,,,,,,,,,,,,,,,
1011,1001,3022,3001,3010,2010,2016,3012,1022,,,,,,,,,,,
2016,1007,3022,1033,2018,3028,3031,1028,,,,,,,,,,,,
1001,3004,3010,3013,1022,3012,1023,1022,,,,,,,,,,,,
3002,2016,,,,,,,,,,,,,,,,,,
2005,1024,,,,,,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,
2001,1026,1032,,,,,,,,,,,,,,,,,
1011,1007,3015,1004,3011,1012,3001,1033,1022,,,,,,,,,,,
2013,1007,1020,3031,3020,1006,1004,,,,,,,,,,,,,
3013,2016,,,,,,,,,,,,,,,,,,
1001,1026,2005,,,,,,,,,,,,,,,,,
1007,1026,3013,1032,1033,3001,2017,1020,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
2016,2005,,,,,,,,,,,,,,,,,,
2017,2014,1032,1018,3015,3028,1015,2028,1022,1001,1005,,,,,,,,,
2018,,,,,,,,,,,,,,,,,,,
2017,1029,,,,,,,,,,,,,,,,,,
3001,,,,,,,,,,,,,,,,,,,
2018,1004,whole weat flour,1015,1022,1027,,,,,,,,,,,,,,
1026,2016,1024,3019,1033,,,,,,,,,,,,,,,
1026,3001,3028,3031,1010,1022,,,,,,,,,,,,,,
1029,,,,,,,,,,,,,,,,,,,
1007,1009,,,,,,,,,,,,,,,,,,
3016,3022,1032,2003,2028,1033,,,,,,,,,,,,,,
3016,1008,3022,2005,3029,,,,,,,,,,,,,,,
3011,,,,,,,,,,,,,,,,,,,
1021,1016,3018,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,
3016,3022,1026,3013,3003,3028,1015,1004,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
3028,2011,,,,,,,,,,,,,,,,,,
3016,3022,,,,,,,,,,,,,,,,,,
2016,1007,1010,1026,3020,1015,1004,2017,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
1021,3028,,,,,,,,,,,,,,,,,,
1011,2007,,,,,,,,,,,,,,,,,,
1001,1007,2014,whole weat flour,1022,,,,,,,,,,,,,,,
3022,2005,,,,,,,,,,,,,,,,,,
3004,1007,3022,3031,1015,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
3002,2016,3003,1010,,,,,,,,,,,,,,,,
3020,3015,2016,1029,1003,1028,,,,,,,,,,,,,,
3002,3013,3003,whole weat flour,,,,,,,,,,,,,,,,
2016,2001,2016,1022,,,,,,,,,,,,,,,,
1011,1001,3022,1033,3028,,,,,,,,,,,,,,,
3028,3012,,,,,,,,,,,,,,,,,,
1001,3004,3022,3013,3027,3001,3028,3011,1015,2017,2016,1033,1022,,,,,,,
3016,2018,3001,,,,,,,,,,,,,,,,,
2017,1021,3022,,,,,,,,,,,,,,,,,
1026,1032,,,,,,,,,,,,,,,,,,
3004,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
2017,1021,3022,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3002,3011,,,,,,,,,,,,,,,,,,
3016,3002,1026,2018,3003,3028,2017,1023,1028,1004,,,,,,,,,,
3001,3028,,,,,,,,,,,,,,,,,,
3004,2016,3016,1026,3013,3028,1015,2017,2016,,,,,,,,,,,
2014,1003,,,,,,,,,,,,,,,,,,
1001,2014,3002,1010,1034,3022,3013,1032,3015,1015,1022,,,,,,,,,
3028,3029,,,,,,,,,,,,,,,,,,
3028,1033,,,,,,,,,,,,,,,,,,
3004,3016,1017,whole weat flour,1022,,,,,,,,,,,,,,,
1010,1034,1013,2017,1022,,,,,,,,,,,,,,,
3016,1031,2017,,,,,,,,,,,,,,,,,
2014,3016,3002,2013,2017,2016,3004,,,,,,,,,,,,,
1026,1017,3013,3003,,,,,,,,,,,,,,,,
1015,1028,,,,,,,,,,,,,,,,,,
1021,1026,2003,3001,1004,3011,1015,whole weat flour,2016,1029,3004,1022,3029,1022,,,,,,
2001,3028,2017,1027,,,,,,,,,,,,,,,,
1007,1020,1028,,,,,,,,,,,,,,,,,
3022,1017,3001,3031,3011,2016,1033,,,,,,,,,,,,,
3016,3022,1026,2028,2017,,,,,,,,,,,,,,,
2017,1007,2014,3016,3002,1010,3022,1026,3028,,,,,,,,,,,
3031,1029,1033,1022,,,,,,,,,,,,,,,,
1001,1021,1026,3011,1022,,,,,,,,,,,,,,,
1021,1026,3013,3028,3018,3005,1028,,,,,,,,,,,,,
2016,1010,1007,3022,1032,3001,,,,,,,,,,,,,,
1001,2014,3016,3002,3014,2015,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
whole weat flour,2016,1023,,,,,,,,,,,,,,,,,
3011,2017,,,,,,,,,,,,,,,,,,
3022,1026,3011,3014,1015,2010,3012,3001,,,,,,,,,,,,
1010,1026,1032,1004,2017,2016,2005,1010,3005,,,,,,,,,,,
1020,3011,2010,2016,1023,2006,1028,,,,,,,,,,,,,
1026,1033,1022,,,,,,,,,,,,,,,,,
1026,1020,2002,3001,1030,2016,2002,,,,,,,,,,,,,
3022,1020,,,,,,,,,,,,,,,,,,
2016,1010,3027,1013,2007,2028,2017,1029,1028,1022,,,,,,,,,,
3002,1007,1026,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1026,3013,1032,1020,3015,2016,1022,,,,,,,,,,,,,
3011,2016,,,,,,,,,,,,,,,,,,
1001,3031,3004,2010,,,,,,,,,,,,,,,,
1001,2001,2002,2016,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,
2016,1021,1034,1032,1033,3031,whole weat flour,2016,,,,,,,,,,,,
1011,1001,3016,1026,1032,2011,2002,1033,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
3022,1004,1015,1024,3012,,,,,,,,,,,,,,,
2001,3028,2016,,,,,,,,,,,,,,,,,
1011,1001,1033,2016,1022,,,,,,,,,,,,,,,
1026,3013,1025,1017,3012,1023,2012,,,,,,,,,,,,,
1011,2017,3031,3026,,,,,,,,,,,,,,,,
1010,2017,2005,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
2017,1032,1020,,,,,,,,,,,,,,,,,
1015,2017,2011,1022,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,
2013,1010,1026,1020,1022,,,,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1032,3028,,,,,,,,,,,,,,,,,,
3016,3022,1026,1029,3012,1022,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
3013,1024,1023,1020,,,,,,,,,,,,,,,,
1026,2017,1033,2011,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
2016,3001,1010,,,,,,,,,,,,,,,,,
1001,3004,2014,3022,2017,1033,1002,3001,3028,3031,1015,2016,1020,,,,,,,
3026,1029,,,,,,,,,,,,,,,,,,
1021,1026,1020,,,,,,,,,,,,,,,,,
1007,1032,1013,,,,,,,,,,,,,,,,,
2016,1015,,,,,,,,,,,,,,,,,,
3002,1032,3027,1013,3001,3007,1033,1028,,,,,,,,,,,,
2016,1007,1010,3013,3027,2016,1024,,,,,,,,,,,,,
2014,3002,,,,,,,,,,,,,,,,,,
1032,3011,,,,,,,,,,,,,,,,,,
1011,3022,1032,1017,1033,3028,2010,2016,1024,1022,,,,,,,,,,
1011,3004,3002,3001,,,,,,,,,,,,,,,,
3031,,,,,,,,,,,,,,,,,,,
1010,1034,3022,1032,1022,1023,1022,,,,,,,,,,,,,
2006,1028,,,,,,,,,,,,,,,,,,
1032,1022,,,,,,,,,,,,,,,,,,
1001,3002,3022,1032,2028,1029,1022,,,,,,,,,,,,,
2017,1010,,,,,,,,,,,,,,,,,,
3031,3011,3020,,,,,,,,,,,,,,,,,
2014,3016,1026,1025,1017,2016,1022,,,,,,,,,,,,,
2018,2003,1004,1010,,,,,,,,,,,,,,,,
1017,3015,3028,2018,2011,1020,,,,,,,,,,,,,,
3013,1020,1020,3017,1022,,,,,,,,,,,,,,,
2003,3001,,,,,,,,,,,,,,,,,,
1033,2016,,,,,,,,,,,,,,,,,,
1009,3005,,,,,,,,,,,,,,,,,,
2017,2016,2005,2012,,,,,,,,,,,,,,,,
2016,1027,,,,,,,,,,,,,,,,,,
3002,3022,1020,3026,,,,,,,,,,,,,,,,
1026,1025,1032,,,,,,,,,,,,,,,,,
1023,,,,,,,,,,,,,,,,,,,
1001,3022,2001,3015,,,,,,,,,,,,,,,,
1017,3028,,,,,,,,,,,,,,,,,,
2003,3003,1022,,,,,,,,,,,,,,,,,
2017,3027,2011,1029,,,,,,,,,,,,,,,,
1017,1023,,,,,,,,,,,,,,,,,,
1011,3016,2001,3028,3031,1003,3017,,,,,,,,,,,,,
1009,,,,,,,,,,,,,,,,,,,
1001,2014,3002,1026,3013,3001,1015,1033,,,,,,,,,,,,
2017,3022,1026,2018,3005,,,,,,,,,,,,,,,
1032,2005,3019,2002,,,,,,,,,,,,,,,,
1026,1032,3026,2017,2005,1022,1010,,,,,,,,,,,,,
1032,2017,,,,,,,,,,,,,,,,,,
1020,,,,,,,,,,,,,,,,,,,
1026,1032,1033,3028,2017,,,,,,,,,,,,,,,
1026,1004,,,,,,,,,,,,,,,,,,
2014,3014,3020,1015,2018,2015,2016,,,,,,,,,,,,,
2016,3022,1026,2010,1022,1027,1020,,,,,,,,,,,,,
1017,,,,,,,,,,,,,,,,,,,
1018,3005,2002,1033,,,,,,,,,,,,,,,,
1007,1026,1013,whole weat flour,1020,2006,2012,3006,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1026,1032,3028,2017,,,,,,,,,,,,,,,,
1011,2014,3016,3022,1026,1005,,,,,,,,,,,,,,
1032,3028,3011,2016,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3022,1032,1020,1033,,,,,,,,,,,,,,,,
1011,1001,3022,3031,3014,2017,1020,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
2016,1034,3022,3002,3003,,,,,,,,,,,,,,,
3001,1027,,,,,,,,,,,,,,,,,,
2014,3016,1029,,,,,,,,,,,,,,,,,
1009,3028,3031,2016,,,,,,,,,,,,,,,,
1026,1017,2017,3003,1033,,,,,,,,,,,,,,,
1026,3011,,,,,,,,,,,,,,,,,,
1026,3011,,,,,,,,,,,,,,,,,,
3005,,,,,,,,,,,,,,,,,,,
1007,2014,1010,1026,3028,3011,1022,1003,,,,,,,,,,,,
3004,1007,1010,2017,3014,1029,2011,1028,,,,,,,,,,,,
1007,3022,1026,3028,,,,,,,,,,,,,,,,
3002,1026,1032,,,,,,,,,,,,,,,,,
3022,3028,,,,,,,,,,,,,,,,,,
1021,1032,3028,2017,2006,1004,,,,,,,,,,,,,,
3028,1010,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
2016,3028,2016,,,,,,,,,,,,,,,,,
2016,1017,3014,1015,2005,,,,,,,,,,,,,,,
3016,2013,1010,1026,1032,2018,3028,2017,2016,,,,,,,,,,,
1026,1015,2017,1028,,,,,,,,,,,,,,,,
1017,3002,,,,,,,,,,,,,,,,,,
3002,3028,2018,2017,1033,,,,,,,,,,,,,,,
3002,1010,3022,1026,1032,,,,,,,,,,,,,,,
1011,1001,3004,3002,1032,3028,2017,2016,1033,,,,,,,,,,,
1001,3002,2017,,,,,,,,,,,,,,,,,
3012,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
1007,1010,3022,1020,,,,,,,,,,,,,,,,
3001,2006,3005,,,,,,,,,,,,,,,,,
3026,1015,2017,3004,1023,,,,,,,,,,,,,,,
3004,3016,3002,3022,2017,3011,,,,,,,,,,,,,,
3002,3028,2016,,,,,,,,,,,,,,,,,
1001,2016,1009,1013,3011,,,,,,,,,,,,,,,
2014,3013,,,,,,,,,,,,,,,,,,
1013,,,,,,,,,,,,,,,,,,,
1001,3028,1022,,,,,,,,,,,,,,,,,
3011,1005,,,,,,,,,,,,,,,,,,
2016,1021,,,,,,,,,,,,,,,,,,
2013,3022,1026,1020,,,,,,,,,,,,,,,,
1026,1032,1020,2018,,,,,,,,,,,,,,,,
3004,3028,,,,,,,,,,,,,,,,,,
3023,3002,1013,2017,1029,1020,,,,,,,,,,,,,,
3023,,,,,,,,,,,,,,,,,,,
3028,1024,,,,,,,,,,,,,,,,,,
1026,1025,3001,,,,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
1001,2016,2013,3022,1026,3028,3031,2005,1015,whole weat flour,2015,,,,,,,,,
1004,3014,3026,2018,1022,2017,1022,,,,,,,,,,,,,
3028,2017,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
3022,2016,2005,1022,,,,,,,,,,,,,,,,
1011,3028,1028,,,,,,,,,,,,,,,,,
1011,3028,1012,1024,1033,,,,,,,,,,,,,,,
1011,2017,3028,1016,2011,1022,,,,,,,,,,,,,,
3028,3011,2016,,,,,,,,,,,,,,,,,
1001,1022,2017,,,,,,,,,,,,,,,,,
3031,2017,2005,,,,,,,,,,,,,,,,,
1018,1015,2017,2016,,,,,,,,,,,,,,,,
3002,1032,,,,,,,,,,,,,,,,,,
1026,1022,,,,,,,,,,,,,,,,,,
3002,,,,,,,,,,,,,,,,,,,
1021,1010,3022,1026,3028,1031,1015,3017,,,,,,,,,,,,
1007,1010,1034,3013,3028,2005,,,,,,,,,,,,,,
1026,3031,2005,,,,,,,,,,,,,,,,,
1021,2014,3022,1026,3013,1032,2011,,,,,,,,,,,,,
3020,1029,,,,,,,,,,,,,,,,,,
3016,2017,3031,,,,,,,,,,,,,,,,,
1026,2017,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,
3028,2016,1027,,,,,,,,,,,,,,,,,
3027,3028,1024,,,,,,,,,,,,,,,,,
3028,1029,3012,1033,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,
3011,1029,,,,,,,,,,,,,,,,,,
3028,2016,,,,,,,,,,,,,,,,,,
2016,1007,1026,2014,3001,1029,1003,1022,1023,,,,,,,,,,,
3022,1018,3028,3011,2017,2016,,,,,,,,,,,,,,
3001,2016,,,,,,,,,,,,,,,,,,
3004,1007,2014,3016,2018,2017,1033,,,,,,,,,,,,,
2016,1024,,,,,,,,,,,,,,,,,,
1010,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1007,1026,2017,1032,,,,,,,,,,,,,,,,
3016,3028,2017,,,,,,,,,,,,,,,,,
3002,1026,3013,1020,1012,,,,,,,,,,,,,,,
1001,1021,3016,2018,1029,,,,,,,,,,,,,,,
3028,,,,,,,,,,,,,,,,,,,
1021,1010,3022,2005,,,,,,,,,,,,,,,,
2014,3016,3002,3011,1022,3001,,,,,,,,,,,,,,
1026,1032,2007,3031,1028,,,,,,,,,,,,,,,
1010,3022,,,,,,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,
2028,,,,,,,,,,,,,,,,,,,
1001,2016,2016,,,,,,,,,,,,,,,,,
3013,1032,3001,,,,,,,,,,,,,,,,,
1001,2014,3022,1032,1033,3011,3015,2016,,,,,,,,,,,,
1009,3028,,,,,,,,,,,,,,,,,,
1001,3028,2016,,,,,,,,,,,,,,,,,
1034,1026,,,,,,,,,,,,,,,,,,
3016,3022,,,,,,,,,,,,,,,,,,
1011,3004,1021,2014,1026,2018,3001,3011,1004,,,,,,,,,,,
3001,1015,2017,,,,,,,,,,,,,,,,,
1001,3022,,,,,,,,,,,,,,,,,,
2014,3016,3022,1026,1032,2002,,,,,,,,,,,,,,
3002,1010,1025,1013,3028,2011,1029,1033,2017,,,,,,,,,,,
1007,1032,3014,2018,2017,1029,3004,,,,,,,,,,,,,
1011,3001,3028,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
1011,1010,1007,2014,2003,1013,3018,,,,,,,,,,,,,
1026,1009,,,,,,,,,,,,,,,,,,
2016,3005,1028,,,,,,,,,,,,,,,,,
1007,1034,3022,1026,2001,1032,1020,2003,3001,3031,whole weat flour,1015,2016,1029,,,,,,
2017,3001,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,
2003,,,,,,,,,,,,,,,,,,,
3016,1015,2017,2016,2005,2011,3005,,,,,,,,,,,,,
1026,1013,,,,,,,,,,,,,,,,,,
1032,3011,1024,3004,,,,,,,,,,,,,,,,
1034,2011,1022,,,,,,,,,,,,,,,,,
1026,3029,2005,1028,2002,,,,,,,,,,,,,,,
3004,3013,1004,,,,,,,,,,,,,,,,,
1011,3002,3022,1026,2017,1032,1029,1022,,,,,,,,,,,,
2014,1026,1032,2015,3005,,,,,,,,,,,,,,,
1024,1020,,,,,,,,,,,,,,,,,,
2017,2016,1024,3019,1033,,,,,,,,,,,,,,,
1032,1023,,,,,,,,,,,,,,,,,,
1007,1032,1009,1015,1022,,,,,,,,,,,,,,,
1020,1020,,,,,,,,,,,,,,,,,,
3002,1010,1026,1020,3002,1004,3014,1029,1028,,,,,,,,,,,
1011,1026,3028,3011,2016,1010,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
3002,1032,2017,1024,2002,1028,,,,,,,,,,,,,,
2014,3016,1020,3028,1020,1033,,,,,,,,,,,,,,
1026,,,,,,,,,,,,,,,,,,,
1001,1020,1004,2015,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1010,1006,1022,,,,,,,,,,,,,,,,,
3022,2018,1004,1004,1022,2017,2016,1029,1024,3004,2002,,,,,,,,,
2017,3026,2002,,,,,,,,,,,,,,,,,
1001,3002,1033,3028,2016,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
1026,3031,3001,3024,1033,,,,,,,,,,,,,,,
3022,1026,1020,2002,1004,1015,2017,,,,,,,,,,,,,
1026,1032,3011,2016,2011,1022,,,,,,,,,,,,,,
1004,,,,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1020,3027,3003,3005,1028,,,,,,,,,,,,,,,
1032,1032,2003,,,,,,,,,,,,,,,,,
1025,3029,1029,2005,3004,1022,,,,,,,,,,,,,,
1032,1020,1033,3010,,,,,,,,,,,,,,,,
3022,1026,1022,,,,,,,,,,,,,,,,,
3011,,,,,,,,,,,,,,,,,,,
1032,3028,2011,,,,,,,,,,,,,,,,,
2014,1026,2017,1032,1031,1004,1004,,,,,,,,,,,,,
2014,1022,,,,,,,,,,,,,,,,,,
1010,3011,,,,,,,,,,,,,,,,,,
3022,3026,,,,,,,,,,,,,,,,,,
2014,3028,,,,,,,,,,,,,,,,,,
1011,3006,,,,,,,,,,,,,,,,,,
1001,,,,,,,,,,,,,,,,,,,
3022,,,,,,,,,,,,,,,,,,,
1034,,,,,,,,,,,,,,,,,,,
3004,3002,3022,2018,3011,2005,,,,,,,,,,,,,,
1010,1032,1017,3014,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1001,1007,1021,1032,3015,2018,3001,3028,3011,2017,,,,,,,,,,
1011,3002,1013,1029,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,
3004,2014,1026,1009,,,,,,,,,,,,,,,,
2018,1024,,,,,,,,,,,,,,,,,,
2017,2014,3016,1010,3022,1026,,,,,,,,,,,,,,
1018,3001,2018,1029,1033,,,,,,,,,,,,,,,
1007,1032,3028,1015,1028,1004,1033,,,,,,,,,,,,,
3004,3001,3031,2017,3001,1003,1028,1033,,,,,,,,,,,,
3028,1031,3001,1004,,,,,,,,,,,,,,,,
2014,1032,3011,1012,1015,1015,1027,2006,,,,,,,,,,,,
2014,3016,1026,1032,3028,3011,1016,2005,1028,,,,,,,,,,,
1015,1022,,,,,,,,,,,,,,,,,,
1033,1004,1020,,,,,,,,,,,,,,,,,
1011,3022,1026,1032,2018,3028,3011,1022,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
1032,1009,3028,2016,1024,1022,,,,,,,,,,,,,,
1011,1001,2017,3022,3013,1012,2018,2008,1022,2002,1003,3005,1028,,,,,,,
3028,2016,1033,1004,,,,,,,,,,,,,,,,
1026,1017,2017,2016,3003,1033,,,,,,,,,,,,,,
3004,1007,1007,2011,1004,,,,,,,,,,,,,,,
3013,1028,,,,,,,,,,,,,,,,,,
1017,1004,3011,1033,1022,,,,,,,,,,,,,,,
1011,1026,1018,1033,2003,3028,3031,1015,1033,,,,,,,,,,,
1001,2016,1007,1010,2017,1032,1009,3028,3031,3011,3026,2010,,,,,,,,
1001,3002,1026,3028,2016,2002,1022,,,,,,,,,,,,,
3004,3022,,,,,,,,,,,,,,,,,,
1001,3016,3002,3028,3011,1015,,,,,,,,,,,,,,
1026,3028,3011,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1011,2014,3016,3002,3022,1026,3013,1032,1020,3001,2018,2017,1022,1020,3005,,,,,
3012,,,,,,,,,,,,,,,,,,,
2016,2017,1033,2018,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
2016,3016,1010,1007,3022,1022,,,,,,,,,,,,,,
2017,2011,1033,,,,,,,,,,,,,,,,,
1026,3001,3031,3006,,,,,,,,,,,,,,,,
3013,2001,2016,1029,1020,3005,1022,,,,,,,,,,,,,
3016,3002,1018,3028,3011,1012,,,,,,,,,,,,,,
3002,3022,1026,1032,3031,3011,,,,,,,,,,,,,,
1026,1033,,,,,,,,,,,,,,,,,,
2014,3022,1032,1009,3028,2016,3001,1033,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
3002,1010,2014,3028,3007,1022,1024,3019,,,,,,,,,,,,
3006,,,,,,,,,,,,,,,,,,,
1010,3022,1013,,,,,,,,,,,,,,,,,
1011,3016,1010,1026,2017,3013,1032,,,,,,,,,,,,,
1032,2011,3004,,,,,,,,,,,,,,,,,
1018,2003,3001,3026,2016,2002,,,,,,,,,,,,,,
1026,1020,,,,,,,,,,,,,,,,,,
3004,1010,1026,1033,,,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1022,,,,,,,,,,,,,,,,,,,
3015,1033,2017,2016,3019,1023,3001,1005,,,,,,,,,,,,
1001,3022,1032,2003,3028,2017,2016,1024,1022,,,,,,,,,,,
3010,2011,,,,,,,,,,,,,,,,,,
1026,3013,3028,1015,,,,,,,,,,,,,,,,
3013,1032,,,,,,,,,,,,,,,,,,
1022,1029,,,,,,,,,,,,,,,,,,
3016,1034,1026,1032,1020,2016,,,,,,,,,,,,,,
2016,,,,,,,,,,,,,,,,,,,
1026,3013,3031,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,
3026,,,,,,,,,,,,,,,,,,,
1021,3016,,,,,,,,,,,,,,,,,,
1032,3028,3004,2016,,,,,,,,,,,,,,,,
2016,2014,,,,,,,,,,,,,,,,,,
1001,2016,3019,1022,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,
1007,2014,1026,,,,,,,,,,,,,,,,,
1032,1018,3028,1005,,,,,,,,,,,,,,,,
